Empreendimento;Situação;Data Entrega; Unidades Habitacionais ;Programa;Ação PPA;Município;Região Administrativa
SILVEIRAS A;COMERCIALIZADA;30/04/1988; 40 ;Prog Municipal Habitação;;Silveiras;SAO JOSÉ DOS CAMPOS
SILVEIRAS A2;COMERCIALIZADA;22/12/1992; 6 ;SH3;;Silveiras;SAO JOSÉ DOS CAMPOS
SILVEIRAS B;COMERCIALIZADA;28/04/1992; 30 ;SH3;;Silveiras;SAO JOSÉ DOS CAMPOS
SILVEIRAS C;COMERCIALIZADA;14/06/2001; 48 ;Sonho Meu;;Silveiras;SAO JOSÉ DOS CAMPOS
SOCORRO B;COMERCIALIZADA;30/09/1993; 73 ;Prog Municipal Habitação;;Socorro;CAMPINAS
SOCORRO C;COMERCIALIZADA;28/02/1994; 192 ;SH3;;Socorro;CAMPINAS
SOCORRO D;COMERCIALIZADA;15/11/2010; 80 ;Parceria com Municípios;;Socorro;CAMPINAS
SOCORRO E;COMERCIALIZADA;23/12/2008; 25 ;Reassentamento Habitacional;;Socorro;CAMPINAS
SOCORRO F;COMERCIALIZADA;19/12/2011; 160 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Socorro;CAMPINAS
SOROCABA B1;COMERCIALIZADA;23/09/1994; 401 ;SH3;;Sorocaba;SOROCABA
SOROCABA B1;COMERCIALIZADA;20/12/1994; 84 ;SH3;;Sorocaba;SOROCABA
SOROCABA B2;COMERCIALIZADA;11/11/1996; 56 ;SH4;;Sorocaba;SOROCABA
SOROCABA D1/D2;COMERCIALIZADA;12/07/1997; 515 ;SH4;;Sorocaba;SOROCABA
SOROCABA E;COMERCIALIZADA;10/03/1998; 320 ;Chamamento Empresarial;;Sorocaba;SOROCABA
SOROCABA G;COMERCIALIZADA;11/09/1998; 432 ;Chamamento Empresarial;;Sorocaba;SOROCABA
SOROCABA G;COMERCIALIZADA;18/12/1998; 176 ;Chamamento Empresarial;;Sorocaba;SOROCABA
SOROCABA H;COMERCIALIZADA;14/12/2008; 212 ;Reassentamento Habitacional;;Sorocaba;SOROCABA
SOROCABA H;COMERCIALIZADA;09/10/2009; 272 ;Reassentamento Habitacional;;Sorocaba;SOROCABA
SOROCABA K (SPI-SOR03V);COMERCIALIZADA;06/10/2005; 160 ;Núcleo Habitacional por Empreitada;;Sorocaba;SOROCABA
SOROCABA R;COMERCIALIZADA;12/05/2010; 272 ;Parceria com Municípios;;Sorocaba;SOROCABA
SOROCABA V (VILA DIGNIDADE);COMERCIALIZADA;23/12/2016; 20 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;Sorocaba;SOROCABA
SP-ARTUR ALVIM A (ITAQUERA I-B);COMERCIALIZADA;07/08/2008; 105 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-BELA VISTA A (SAO VICENTE I) - ATUAÇÃO EM AREAS CENTRAIS;COMERCIALIZADA;18/09/2011; 57 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-BELA VISTA D;COMERCIALIZADA;26/11/2011; 59 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-BELA VISTA E;COMERCIALIZADA;24/01/2018; 31 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-BELA VISTA G;COMERCIALIZADA;07/10/2017; 104 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-BELEM A (CENTRO 2-09);COMERCIALIZADA;25/06/2006; 120 ;Núcleo Habitacional por Empreitada;;São Paulo;CAPITAL
SP-BELEM H (CARLOS GUIMARAES E7);COMERCIALIZADA;01/11/2014; 44 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-BELEM I (CELSO GARCIA E1) - ATUAÇÃO EM AREAS CENTRAIS;COMERCIALIZADA;28/04/2013; 62 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-BELEM K  (PAC - CELSO GARCIA - E4);COMERCIALIZADA;28/12/2012; 53 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-BELEM L (CELSO GARCIA E3);COMERCIALIZADA;25/08/2011; 38 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-BOM RETIRO C;COMERCIALIZADA;09/03/2013; 73 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-BOM RETIRO D (DJALMA DUTRA);COMERCIALIZADA;14/07/2012; 63 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-BRAS E (CENTRO 1-13);COMERCIALIZADA;25/06/2006; 186 ;Núcleo Habitacional por Empreitada;;São Paulo;CAPITAL
SP-BRAS F1/F2 (CENTRO 2-03);COMERCIALIZADA;25/09/2004; 200 ;Núcleo Habitacional por Empreitada;;São Paulo;CAPITAL
SP-BRAS G1/G2 (CENTRO 2-06);COMERCIALIZADA;25/09/2004; 200 ;Atuação em Cortiços;;São Paulo;CAPITAL
SP-BRAS L (CENTRO 1-19);COMERCIALIZADA;25/06/2006; 180 ;Núcleo Habitacional por Empreitada;;São Paulo;CAPITAL
SP-BRAS M (CENTRO 1-20);COMERCIALIZADA;29/09/2006; 66 ;Atuação em Cortiços;;São Paulo;CAPITAL
SP-BRASILANDIA A (SITIO DOS FRANCOS);COMERCIALIZADA;26/09/1992; 320 ;SH3;;São Paulo;CAPITAL
SP-BRASILANDIA A (SITIO DOS FRANCOS);COMERCIALIZADA;23/12/1992; 32 ;SH3;;São Paulo;CAPITAL
SP-BRASILANDIA A (SITIO DOS FRANCOS);COMERCIALIZADA;20/02/1993; 32 ;SH3;;São Paulo;CAPITAL
SP-BRASILANDIA A (SITIO DOS FRANCOS);COMERCIALIZADA;14/05/1993; 160 ;SH3;;São Paulo;CAPITAL
SP-BRASILANDIA A (SITIO DOS FRANCOS);COMERCIALIZADA;24/11/1994; 64 ;SH3;;São Paulo;CAPITAL
SP-BRASILANDIA B01;COMERCIALIZADA;17/12/1994; 2 ;Aluguel Social;;São Paulo;CAPITAL
SP-BRASILANDIA B01;COMERCIALIZADA;17/12/1994; 606 ;SH3;;São Paulo;CAPITAL
SP-BRASILANDIA B02;COMERCIALIZADA;04/08/1996; 448 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B03;COMERCIALIZADA;05/11/1997; 300 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B04;COMERCIALIZADA;09/02/1997; 160 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B05;COMERCIALIZADA;15/02/1998; 160 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B06;COMERCIALIZADA;28/11/1998; 128 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B07;COMERCIALIZADA;06/06/1998; 160 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B08;COMERCIALIZADA;20/07/1997; 64 ;SH4;;São Paulo;CAPITAL
SP-BRASILANDIA B08;COMERCIALIZADA;26/04/1998; 160 ;SH4;;São Paulo;CAPITAL
SP-BRASILANDIA B09;COMERCIALIZADA;12/05/2002; 112 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-BRASILANDIA B10;COMERCIALIZADA;20/09/2005; 112 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-BRASILANDIA B11;COMERCIALIZADA;12/05/2002; 112 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B12;COMERCIALIZADA;21/06/1997; 160 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B13;COMERCIALIZADA;28/11/1998; 64 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B14;COMERCIALIZADA;28/11/1998; 64 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B15;COMERCIALIZADA;05/12/2008; 120 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-BRASILANDIA B16;COMERCIALIZADA;25/01/2002; 56 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B17;COMERCIALIZADA;06/12/2000; 40 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B18;COMERCIALIZADA;12/05/2002; 96 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B19;COMERCIALIZADA;25/01/2002; 40 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B20;COMERCIALIZADA;15/11/2001; 68 ;Mutirão;;São Paulo;CAPITAL
SP-BRASILANDIA B21;COMERCIALIZADA;05/06/2009; 128 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-BRASILANDIA B22;COMERCIALIZADA;05/06/2009; 140 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-BRASILANDIA B23;COMERCIALIZADA;05/06/2009; 168 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-BRASILANDIA B30/B34;COMERCIALIZADA;29/12/2010; 140 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;São Paulo;CAPITAL
SP-BRASILANDIA B30/B34;COMERCIALIZADA;18/05/2011; 84 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;São Paulo;CAPITAL
SP-BRASILANDIA C;COMERCIALIZADA;27/06/1998; 514 ;Chamamento Empresarial;;São Paulo;CAPITAL
SP-BRASILANDIA D;COMERCIALIZADA;30/12/1998; 640 ;Chamamento Empresarial;;São Paulo;CAPITAL
SP-BRASILANDIA D;COMERCIALIZADA;17/07/1999; 108 ;Chamamento Empresarial;;São Paulo;CAPITAL
SP-BUTANTA D;COMERCIALIZADA;29/12/1993; 544 ;SH3;;São Paulo;CAPITAL
SP-BUTANTA D02;COMERCIALIZADA;27/06/1998; 344 ;SH4;;São Paulo;CAPITAL
SP-BUTANTA D03/D04;COMERCIALIZADA;17/12/2006; 160 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-BUTANTA D03/D04;COMERCIALIZADA;31/07/2009; 140 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-CACHOEIRINHA A (NORTE 3-1);COMERCIALIZADA;14/12/2003; 330 ;Núcleo Habitacional por Empreitada;;São Paulo;CAPITAL
SP-CACHOEIRINHA B (MENDONCA JUNIOR A/B);COMERCIALIZADA;22/07/2008; 200 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CAMBUCI A (CENTRO 1-24);COMERCIALIZADA;22/12/2004; 66 ;Núcleo Habitacional por Empreitada;;São Paulo;CAPITAL
SP-CAMPO LIMPO A (JARDIM SAO LUIZ I-A);COMERCIALIZADA;25/11/1994; 320 ;SH3;;São Paulo;CAPITAL
SP-CAMPO LIMPO A (JARDIM SAO LUIZ I-A);COMERCIALIZADA;22/12/1995; 160 ;SH3;;São Paulo;CAPITAL
SP-CAMPO LIMPO A03;COMERCIALIZADA;14/12/1997; 160 ;Mutirão;;São Paulo;CAPITAL
SP-CAMPO LIMPO A04;COMERCIALIZADA;26/01/1997; 320 ;SH4;;São Paulo;CAPITAL
SP-CAMPO LIMPO A04;COMERCIALIZADA;27/09/1997; 64 ;SH4;;São Paulo;CAPITAL
SP-CAMPO LIMPO A05;COMERCIALIZADA;26/01/1997; 288 ;SH4;;São Paulo;CAPITAL
SP-CAMPO LIMPO A07;COMERCIALIZADA;20/11/1998; 40 ;Mutirão;;São Paulo;CAPITAL
SP-CAMPO LIMPO B (JARDIM SAO BENTO);COMERCIALIZADA;02/02/1989; 176 ;SH1;;São Paulo;CAPITAL
SP-CAMPO LIMPO B (JARDIM SAO BENTO);COMERCIALIZADA;13/04/1989; 484 ;SH1;;São Paulo;CAPITAL
SP-CAMPO LIMPO B02 (JD.SAO BENTO);COMERCIALIZADA;22/12/1995; 160 ;SH3;;São Paulo;CAPITAL
SP-CAMPO LIMPO B03;COMERCIALIZADA;28/12/1999; 32 ;Mutirão;;São Paulo;CAPITAL
SP-CAMPO LIMPO B03 (B04);COMERCIALIZADA;29/10/2003; 150 ;Núcleo Habitacional por Empreitada;;São Paulo;CAPITAL
SP-CAMPO LIMPO B05;COMERCIALIZADA;12/11/2010; 10 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CAMPO LIMPO B05;COMERCIALIZADA;15/12/2010; 19 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CAMPO LIMPO C02;COMERCIALIZADA;26/01/1997; 256 ;SH4;;São Paulo;CAPITAL
SP-CAMPO LIMPO G;COMERCIALIZADA;25/01/2002; 198 ;Guarapiranga;;São Paulo;CAPITAL
SP-CAMPO LIMPO G2;COMERCIALIZADA;27/12/2011; 56 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-CAMPO LIMPO I1/I2/I3 (TUPAROQUERA);COMERCIALIZADA;22/04/2008; 278 ;Urbanização - Paraisópolis;;São Paulo;CAPITAL
SP-CAMPO LIMPO II - JARDIM OLINDA;COMERCIALIZADA;18/12/2006; 120 ;Urbanização de Assentamentos Precários;;São Paulo;CAPITAL
SP-CAMPO LIMPO II - JARDIM OLINDA;COMERCIALIZADA;30/09/2008; 564 ;Urbanização de Assentamentos Precários;;São Paulo;CAPITAL
SP-CAMPO LIMPO II - JARDIM OLINDA;COMERCIALIZADA;15/04/2010; 52 ;Urbanização de Assentamentos Precários;;São Paulo;CAPITAL
SP-CAMPO LIMPO L01;COMERCIALIZADA;02/06/2002; 100 ;Mutirão;;São Paulo;CAPITAL
SP-CAMPO LIMPO L02;COMERCIALIZADA;02/06/2002; 120 ;Mutirão;;São Paulo;CAPITAL
SP-CAMPO LIMPO L03/L04;COMERCIALIZADA;02/06/2002; 160 ;Mutirão;;São Paulo;CAPITAL
SP-CAMPO LIMPO M (SUL2-2);COMERCIALIZADA;29/04/2004; 418 ;Atuação em Favelas e Áreas de Risco;;São Paulo;CAPITAL
SP-CAMPO LIMPO N (SUL 2-3);COMERCIALIZADA;28/08/2011; 438 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-CAMPO LIMPO O (SUL 2-4);COMERCIALIZADA;13/10/2009; 404 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CANGAIBA A01 (VILA SILVIA);COMERCIALIZADA;30/12/1994; 352 ;SH3;;São Paulo;CAPITAL
SP-CANGAIBA A02;COMERCIALIZADA;10/01/1996; 160 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A03;COMERCIALIZADA;29/03/1998; 304 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A03;COMERCIALIZADA;27/06/1998; 99 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A03;COMERCIALIZADA;04/04/2001; 1 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A04/A09;COMERCIALIZADA;30/10/1999; 256 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A05;COMERCIALIZADA;20/12/1997; 80 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A06;COMERCIALIZADA;26/04/1998; 180 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A07;COMERCIALIZADA;26/04/1998; 120 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A08;COMERCIALIZADA;15/02/1998; 40 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A10;COMERCIALIZADA;19/06/1999; 140 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A11;COMERCIALIZADA;19/06/1999; 140 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A12;COMERCIALIZADA;30/12/1998; 180 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A13;COMERCIALIZADA;30/12/1998; 180 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A14;COMERCIALIZADA;19/06/1999; 180 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A15;COMERCIALIZADA;12/05/2002; 220 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A16;COMERCIALIZADA;02/10/1999; 180 ;Mutirão;;São Paulo;CAPITAL
SP-CANGAIBA A17(VILA SILVIA);COMERCIALIZADA;18/12/2005; 140 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-CANGAIBA A18 (VILA SILVIA);COMERCIALIZADA;18/12/2005; 84 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-CANGAIBA A19 (VILA SILVIA);COMERCIALIZADA;18/12/2005; 84 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-CANGAIBA B (LAGOA DE DENTRO);COMERCIALIZADA;22/12/2017; 39 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;São Paulo;CAPITAL
SP-CAPAO REDONDO - RESIDENCIAL Nª. SRA. APARECIDA;COMERCIALIZADA;30/10/2008; 180 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-CAPAO REDONDO A (SUL 1-3);COMERCIALIZADA;28/11/2003; 128 ;Núcleo Habitacional por Empreitada;;São Paulo;CAPITAL
SP-CAPAO REDONDO A (SUL 1-3);COMERCIALIZADA;28/05/2004; 128 ;Núcleo Habitacional por Empreitada;;São Paulo;CAPITAL
SP-CAPAO REDONDO B (SUL 1-4);COMERCIALIZADA;23/09/2003; 120 ;Atuação em Favelas e Áreas de Risco;;São Paulo;CAPITAL
SP-CAPAO REDONDO E - ALTO TIETE - CONV.RMSP;COMERCIALIZADA;18/07/2018; 118 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-CAPAO REDONDO I - ALTO TIETE- CONV.RMSP;COMERCIALIZADA;22/11/2019; 60 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-CIDADE ADEMAR - R. VILA PATRIMONIAL;COMERCIALIZADA;30/12/2008; 100 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-CIDADE ADEMAR C - CONV.PMSP;COMERCIALIZADA;22/05/2018; 96 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-CIDADE LIDER C (ITAQUERA I-A Q26-LOTE 02);COMERCIALIZADA;07/08/2008; 58 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES A/B;COMERCIALIZADA;28/11/2003; 200 ;Atuação em Favelas e Áreas de Risco;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES D (I.MONTEIRO);COMERCIALIZADA;30/01/2009; 33 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES E (S.CONCEICAO);COMERCIALIZADA;30/10/2008; 60 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES F (S.CONCEICAO);COMERCIALIZADA;29/11/2008; 60 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES G (S. CONCEICAO);COMERCIALIZADA;29/11/2008; 84 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES H (S.CONCEICAO);COMERCIALIZADA;29/11/2008; 98 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES J (BARRO BRANCO);COMERCIALIZADA;29/11/2008; 32 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES K (SANTA ETELVINA II A);COMERCIALIZADA;19/05/2008; 20 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES L (SANTA ETELVINA II A);COMERCIALIZADA;15/11/2009; 24 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES M (SANTA ETELVINA II A);COMERCIALIZADA;19/05/2008; 20 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES N (SANTA ETELVINA II A);COMERCIALIZADA;12/09/2007; 30 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES P (SANTA ETELVINA VII A);COMERCIALIZADA;29/11/2008; 20 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES R1 (SANTA ETELVINA VII A);COMERCIALIZADA;02/07/2009; 12 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES R2;COMERCIALIZADA;21/03/2007; 28 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES R3/R4/R5 (SANTA ETELVINA II);COMERCIALIZADA;29/03/2007; 47 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES R3/R4/R5 (SANTA ETELVINA II);COMERCIALIZADA;01/08/2007; 45 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES R3/R4/R5 (SANTA ETELVINA II);COMERCIALIZADA;15/11/2009; 100 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES V;COMERCIALIZADA;14/05/2020; 39 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;São Paulo;CAPITAL
SP-CIDADE TIRADENTES X - SANTA ETELVINA 1-VI-A;COMERCIALIZADA;26/09/2009; 200 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-CIDADE TIRADENTES Z (BARRO BRANCO II-B)  - COHAB;COMERCIALIZADA;30/09/2010; 260 ;Reassentamento Habitacional;;São Paulo;CAPITAL
SP-ERMELINO MATARAZZO H (LESTE 5-3);COMERCIALIZADA;14/11/2003; 170 ;Atuação em Favelas e Áreas de Risco;;São Paulo;CAPITAL
SP-ERMELINO MATARAZZO I;COMERCIALIZADA;19/09/2019; 78 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;São Paulo;CAPITAL
SP-ERMELINO MATARAZZO I;COMERCIALIZADA;22/11/2019; 39 ;Provisão de Moradias;Provisão de Moradias para Demanda Geral;São Paulo;CAPITAL
SP-FREGUESIA DO O A (DERSA RODOANEL NORTE);COMERCIALIZADA;16/05/2016; 118 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-GRAJAU C - FASE 2 - JARDIM PABREU E PRAINHA (CHACARA DO CONDE)  - CONV.PMSP;COMERCIALIZ. PARCIAL;05/05/2022; 316 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-GRAJAU D - JARDIM PABREU E PRAINHA (CHACARA DO CONDE)  - CONV.PMSP;COMERCIALIZADA;21/12/2020; 146 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-GRAJAU D - JARDIM PABREU E PRAINHA (CHACARA DO CONDE)  - CONV.PMSP;COMERCIALIZADA;08/10/2021; 416 ;Requalificação Habitacional e Urbana;Reassentamento Habitacional;São Paulo;CAPITAL
SP-GUAIANAZES A01;COMERCIALIZADA;17/07/1999; 320 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A02;COMERCIALIZADA;22/09/2002; 240 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A04;COMERCIALIZADA;30/08/1998; 27 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A05;COMERCIALIZADA;09/06/2001; 200 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A06;COMERCIALIZADA;29/05/1999; 160 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A07;COMERCIALIZADA;21/04/1999; 200 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A08;COMERCIALIZADA;28/12/2002; 200 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A09;COMERCIALIZADA;11/12/2003; 80 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES A10;COMERCIALIZADA;23/09/2003; 160 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES A11 (FAZ. CARMO);COMERCIALIZADA;17/12/2006; 208 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES A12;COMERCIALIZADA;22/09/2002; 176 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A14;COMERCIALIZADA;16/12/2001; 40 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-GUAIANAZES A15;COMERCIALIZADA;10/02/2001; 140 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A16;COMERCIALIZADA;02/03/2001; 160 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A17;COMERCIALIZADA;02/03/2001; 128 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A18;COMERCIALIZADA;10/02/2001; 160 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A19;COMERCIALIZADA;10/02/2001; 136 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A20;COMERCIALIZADA;10/02/2001; 120 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A21 (FAZ. CARMO);COMERCIALIZADA;13/12/2008; 140 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-GUAIANAZES A22 (FAZ. CARMO);COMERCIALIZADA;23/09/2006; 140 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES A23;COMERCIALIZADA;23/09/2006; 168 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES A24;COMERCIALIZADA;23/09/2006; 140 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES A25;COMERCIALIZADA;30/09/2010; 160 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-GUAIANAZES A26;COMERCIALIZADA;22/07/2009; 140 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-GUAIANAZES A27 (FAZ. CARMO);COMERCIALIZADA;17/12/2006; 112 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES A28;COMERCIALIZADA;28/10/2010; 160 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-GUAIANAZES A29;COMERCIALIZADA;17/12/2006; 84 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES A3;COMERCIALIZADA;05/11/1997; 359 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES A30;COMERCIALIZADA;17/12/2006; 112 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES A31 (FAZ. CARMO);COMERCIALIZADA;22/07/2009; 168 ;Parceria Associações e Cooperativas;;São Paulo;CAPITAL
SP-GUAIANAZES B01;COMERCIALIZADA;22/09/2002; 135 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES B02;COMERCIALIZADA;22/09/2002; 105 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES B03;COMERCIALIZADA;28/12/2002; 160 ;Mutirão;;São Paulo;CAPITAL
SP-GUAIANAZES B04;COMERCIALIZADA;27/09/2005; 220 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES B07;COMERCIALIZADA;04/04/2005; 80 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES B08;COMERCIALIZADA;26/12/2005; 160 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES B09;COMERCIALIZADA;08/12/2005; 80 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES B10;COMERCIALIZADA;26/12/2005; 224 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES B11 (FAZ. CARMO);COMERCIALIZADA;17/12/2006; 140 ;Mutirão Associativo;;São Paulo;CAPITAL
SP-GUAIANAZES B12 (FAZ. CARMO);COMERCIALIZADA;23/09/2006; 112 ;Mutirão Associativo;;São Paulo;CAPITAL
